random-1;1.2420749279538905;15;0.04600238800048828;0.8377452781670076
random-4;0.9820877084620135;28;1.3560776710510254;0.75
random-5;0.8087572440437862;31;1.3530774116516113;0.75
random-6;0.9514200298953662;18;0.07900452613830566;0.5
random-8;0.9072992700729927;22;0.2110121250152588;0.75
random-10;0.9014447884416925;30;1.3900794982910156;0.75
market-1;1.8980802792321114;8;0.026001453399658203;0.75
market-2;0.878980249899234;8;0.04700303077697754;0.44007857727366506
market-5;1.2500948766603415;8;0.05800318717956543;0.5
wind-2005;90391.75;4;0.0030002593994140625;0.25
wind-2006;88663.4;5;0.003999948501586914;0.6242783744079001
brock200-2;0.5238095238095238;11;0.054003000259399414;0.17262122980231265
football;0.5263157894736842;10;0.003999948501586914;0.25
johnson 16-2-4;0.5294117647058824;9;0.07300400733947754;0.25
karate;0.5454545454545454;6;0.0009999275207519531;0.25
keller4;0.5217391304347826;12;0.0760042667388916;0.25
c-fat500-10;1.0080160320641283;126;99.98271870613098;0.25
email;1.4532179556517035;12;0.008000373840332031;0.5
jazz;0.8886428345460298;30;0.17000961303710938;0.75
p_hat1000-1;2.980998674326116;9;0.15800905227661133;0.3495945647506288
polbooks;2.975;6;0.0009999275207519531;0.5
sanr400-0-7;2.9185667752442996;18;0.7960453033447266;0.25
